
ESTUDIANTE|NOMGRADO|GRUPO|PROMEDIO1|PROMEDIO2|PROMEDIO3|PROMEDIO4|PromedioFinal|PUESTO1|PUESTO2|PUESTO3|PUESTO4|PuestoFinal|SEXO|ViveCon|NUMHERMANO|FechaNacimiento|ESTADCIVIL|ESTRATO|Retirado|ANO|ViveconMadre|ViveconPadre|ViveconAmbos|ViveconOtros|Casados|Solteros|Separados|UnionLibre|Viudo|RetiradoCluster|numgrado|Edad|Hombre|Mujer
201701792 |QUINTO                   |01|41,400|43,600|,000|42,700|,000|23|18|1|21|0|M|Madre,Padre|1 |2010|union libre    |2|0|2021|0|0|1|0|0|0|0|1|0|0|6|11|1|0
201701794 |TERCERO                  |01|45,100|45,000|42,600|45,400|44,700|1|3|5|2|3|F|Madre,Padre|1 |2008|casado(a)(os)  |2|0|2017|0|0|1|0|1|0|0|0|0|0|4|9|0|1
201701795 |SEXTO                    |03|37,909|37,909|36,364|33,000|36,364|14|13|12|17|15|M|Madre,Padre|1 |2007|casado(a)(os)  |2|0|2019|0|0|1|0|1|0|0|0|0|0|7|12|1|0
201701797 |SEPTIMO                  |01|31,182|35,545|33,182|35,909|34,000|22|15|23|19|21|F|Madre,Padre|1 |2004|casado(a)(os)  |2|2020|2018|0|0|1|0|1|0|0|0|0|0|8|14|0|1
201701800 |CUARTO                   |06|39,100|34,800|37,200|37,100|37,200|7|20|8|7|7|M|Madre,Padre|1 |2007|casado(a)(os)  |2|2020|2017|0|0|1|0|1|0|0|0|0|0|5|10|1|0
201800094 |PRIMERO                  |02|45,000|45,100|42,800|45,000|44,700|2|2|4|1|1|M|Madre,Padre|2 |2012|union libre    |2|0|2019|0|0|1|0|0|0|0|1|0|0|2|7|1|0
201800098 |PRIMERO                  |02|43,000|43,700|41,900|44,300|43,400|11|7|8|4|8|M|Madre,Padre|3 |2013|casado(a)(os)  |2|0|2019|0|0|1|0|1|0|0|0|0|0|2|6|1|0
201800098 |TRANSICION               |02|40,000|40,000|50,000|45,600|44,200|4|8|1|5|7|M|Madre,Padre|3 |2013|casado(a)(os)  |2|0|2018|0|0|1|0|1|0|0|0|0|0|1|5|1|0
201800101 |SEGUNDO                  |07|42,000|41,800|42,800|42,300|,000|5|9|9|8|1|F|Madre,Padre|3 |2012|separado(a)(os)|2|0|2020|0|0|1|0|0|0|1|0|0|0|3|8|0|1
201800107 |TRANSICION               |06|40,400|44,000|41,400|41,400|41,800|9|5|10|5|7|F|Madre|2 |2012|casado(a)(os)  |2|0|2018|1|0|0|0|1|0|0|0|0|0|1|6|0|1
201800108 |SEGUNDO                  |07|33,500|32,500|35,000|33,700|,000|20|21|22|24|1|M|Madre|1 |2012|separado(a)(os)|2|0|2020|1|0|0|0|0|0|1|0|0|0|3|8|1|0
201800110 |PRIMERO                  |02|39,000|36,600|41,000|41,800|39,700|23|25|13|15|18|M|Madre|1 |2012|soltero(a)(os) |2|0|2019|1|0|0|0|0|1|0|0|0|0|2|7|1|0
201800110 |SEGUNDO                  |02|33,000|29,333|32,000|31,500|,000|30|28|25|26|1|M|Madre|1 |2012|soltero(a)(os) |2|0|2020|1|0|0|0|0|1|0|0|0|0|3|8|1|0
201800111 |SEGUNDO                  |03|43,600|47,000|,000|45,600|,000|16|10|1|13|0|M|Madre|1 |2013|separado(a)(os)|2|0|2021|1|0|0|0|0|0|1|0|0|0|3|8|1|0
201800111 |TRANSICION               |01|42,800|42,800|43,500|43,000|,000|16|18|15|19|1|M|Madre|1 |2013|separado(a)(os)|2|0|2020|1|0|0|0|0|0|1|0|0|0|1|7|1|0
201800113 |SEGUNDO                  |02|35,900|26,250|26,300|30,000|,000|27|29|27|30|1|F|Madre|1 |2012|soltero(a)(os) |2|0|2020|1|0|0|0|0|1|0|0|0|0|3|8|0|1
201800113 |TRANSICION               |02|38,000|34,600|38,000|42,000|38,200|5|14|10|8|16|F|Madre|1 |2012|soltero(a)(os) |2|0|2018|1|0|0|0|0|1|0|0|0|0|1|6|0|1
201801776 |TERCERO                  |01|47,200|47,100|,000|47,400|,000|8|12|1|10|0|F|Madre,Padre|1 |2013|union libre    |2|0|2021|0|0|1|0|0|0|0|1|0|0|4|8|0|1
201801777 |SEGUNDO                  |06|34,600|33,800|,000|34,600|,000|25|1|1|25|0|F|Madre,Padre|1 |2013|union libre    |2|0|2021|0|0|1|0|0|0|0|1|0|0|3|8|0|1
201801778 |SEGUNDO                  |07|36,300|37,600|39,500|37,800|,000|18|18|17|20|1|M|Madre|1 |2013|soltero(a)(os) |2|0|2020|1|0|0|0|0|1|0|0|0|0|3|7|1|0
201801779 |SEGUNDO                  |06|47,900|46,400|45,900|46,700|,000|9|8|10|10|1|F|Madre,Padre|2 |2012|casado(a)(os)  |2|0|2020|0|0|1|0|1|0|0|0|0|0|3|8|0|1
201801780 |PRIMERO                  |06|37,600|39,200|37,900|35,500|37,700|16|10|16|20|14|M|Madre|3 |2013|union libre    |2|0|2019|1|0|0|0|0|0|0|1|0|0|2|6|1|0
201801780 |SEGUNDO                  |06|43,300|41,500|36,200|40,200|,000|19|22|26|26|1|M|Madre|3 |2013|union libre    |2|0|2020|1|0|0|0|0|0|0|1|0|0|3|7|1|0
201801781 |SEGUNDO                  |06|50,000|48,600|47,100|48,700|,000|1|5|6|4|1|M|Otro|3 |2012|soltero(a)(os) |2|0|2020|0|0|0|1|0|1|0|0|0|0|3|8|1|0
201801782 |TERCERO                  |07|38,500|40,700|,000|39,800|,000|16|12|1|13|0|F|Madre,Padre|1 |2013|casado(a)(os)  |2|0|2021|0|0|1|0|1|0|0|0|0|0|4|8|0|1
201801784 |PRIMERO                  |01|41,100|42,800|44,000|42,700|,000|14|16|13|17|1|F|Padre|1 |2013|separado(a)(os)|2|0|2020|0|1|0|0|0|0|1|0|0|0|2|7|0|1
201801787 |QUINTO                   |07|36,500|35,200|36,400|36,000|,000|22|18|17|20|1|F|Madre,Padre|1 |2009|casado(a)(os)  |2|0|2020|0|0|1|0|1|0|0|0|0|0|6|11|0|1
201801789 |TERCERO                  |02|42,800|46,500|46,300|45,100|,000|10|10|13|11|1|M|Madre|0 |2012|soltero(a)(os) |2|0|2020|1|0|0|0|0|1|0|0|0|0|4|8|1|0
201801790 |CUARTO                   |01|45,100|43,500|,000|44,600|,000|16|18|1|17|0|M|Madre,Padre|1 |2012|union libre    |2|0|2021|0|0|1|0|0|0|0|1|0|0|5|9|1|0
201801790 |TERCERO                  |01|41,100|45,300|44,800|43,600|,000|19|15|15|19|1|M|Madre,Padre|1 |2012|union libre    |2|0|2020|0|0|1|0|0|0|0|1|0|0|4|8|1|0
201801792 |CUARTO                   |01|41,900|43,300|,000|42,700|,000|21|19|1|18|0|M|Padre|1 |2011|union libre    |2|0|2021|0|1|0|0|0|0|0|1|0|0|5|10|1|0
201801795 |PRIMERO                  |02|47,900|48,500|48,500|44,900|47,500|10|8|4|9|8|F|Madre,Padre|1 |2010|casado(a)(os)  |2|0|2018|0|0|1|0|1|0|0|0|0|0|2|8|0|1
201801797 |TERCERO                  |01|45,300|47,100|45,100|45,900|,000|6|6|14|10|1|M|Madre|0 |2011|soltero(a)(os) |3|0|2020|1|0|0|0|0|1|0|0|0|0|4|9|1|0
201801798 |SEGUNDO                  |03|38,182|38,727|40,364|38,273|39,182|22|20|20|23|20|M|Madre|1 |2010|union libre    |2|0|2019|1|0|0|0|0|0|0|1|0|0|3|9|1|0
201801798 |SEGUNDO                  |03|40,800|40,700|39,700|40,400|,000|22|24|24|24|1|M|Madre|1 |2010|union libre    |2|0|2020|1|0|0|0|0|0|0|1|0|0|3|10|1|0
201801798 |TERCERO                  |03|40,800|40,700|39,700|40,400|,000|22|24|24|24|1|M|Madre|1 |2010|union libre    |2|0|2020|1|0|0|0|0|0|0|1|0|0|4|10|1|0
201801802 |SEGUNDO                  |03|43,200|46,800|46,900|45,500|,000|13|6|7|9|1|F|Padre|1 |2010|union libre    |2|0|2020|0|1|0|0|0|0|0|1|0|0|3|10|0|1
201801942 |SEPTIMO                  |02|36,727|39,455|,000|38,364|,000|13|7|1|8|0|F|Madre,Padre|1 |2008|casado(a)(os)  |2|0|2021|0|0|1|0|1|0|0|0|0|0|8|13|0|1
201801948 |OCTAVO                   |07|42,833|38,917|35,417|39,000|,000|4|7|11|8|0|M|Madre,Padre|1 |2006|casado(a)(os)  |2|0|2020|0|0|1|0|1|0|0|0|0|0|9|14|1|0
201801948 |SEPTIMO                  |07|33,545|36,909|37,818|38,909|36,909|14|9|8|3|8|M|Madre,Padre|1 |2006|casado(a)(os)  |2|0|2019|0|0|1|0|1|0|0|0|0|0|8|13|1|0
201801949 |CUARTO                   |01|47,600|48,300|,000|48,200|,000|4|3|1|2|0|F|Madre,Padre|1 |2011|union libre    |2|0|2021|0|0|1|0|0|0|0|1|0|0|5|10|0|1
201801950 |QUINTO                   |06|31,400|32,500|29,700|27,700|30,500|24|21|26|29|24|M|Madre,Padre|1 |2009|soltero(a)(os) |2|0|2019|0|0|1|0|0|1|0|0|0|0|6|10|1|0
201801950 |SEXTO                    |06|39,182|31,364|,000|35,636|,000|10|20|1|16|0|M|Madre,Padre|1 |2009|soltero(a)(os) |2|0|2021|0|0|1|0|0|1|0|0|0|0|7|12|1|0
201801952 |DECIMO                   |01|38,917|34,417|42,583|38,667|,000|13|16|7|14|1|F|Madre|2 |2004|soltero(a)(os) |2|0|2020|1|0|0|0|0|1|0|0|0|0|11|16|0|1
201801954 |OCTAVO                   |06|38,083|37,583|38,583|41,083|39,000|14|12|7|5|9|M|Madre,Padre|2 |2003|casado(a)(os)  |2|0|2018|0|0|1|0|1|0|0|0|0|0|9|15|1|0
201801955 |SEGUNDO                  |07|38,200|38,400|41,300|39,500|39,500|7|5|2|3|4|F|Madre,Padre|3 |2011|casado(a)(os)  |2|0|2019|0|0|1|0|1|0|0|0|0|0|3|8|0|1
201801957 |SEXTO                    |06|41,000|42,636|42,636|40,636|41,818|3|1|3|2|1|F|Madre,Padre|1 |2007|union libre    |2|0|2018|0|0|1|0|0|0|0|1|0|0|7|11|0|1
201801960 |SEGUNDO                  |06|39,800|36,700|37,700|36,900|38,100|10|20|10|12|11|F|Madre,Padre|1 |2011|union libre    |2|0|2018|0|0|1|0|0|0|0|1|0|0|3|7|0|1
201801960 |TERCERO                  |06|32,600|33,900|32,600|36,500|33,900|20|16|20|10|18|F|Madre,Padre|1 |2011|union libre    |2|0|2019|0|0|1|0|0|0|0|1|0|0|4|8|0|1
201801964 |OCTAVO                   |01|37,833|35,750|35,000|36,167|,000|9|15|16|14|1|M|Madre,Padre|1 |2006|union libre    |2|0|2020|0|0|1|0|0|0|0|1|0|0|9|14|1|0
201801964 |QUINTO                   |04|32,273|36,182|36,273|36,636|35,455|22|12|11|11|13|M|Madre,Padre|1 |2006|union libre    |2|0|2018|0|0|1|0|0|0|0|1|0|0|6|12|1|0
201801966 |SEXTO                    |05|43,364|42,091|43,000|40,545|42,273|1|2|3|2|1|F|Madre,Padre|1 |2006|union libre    |2|0|2018|0|0|1|0|0|0|0|1|0|0|7|12|0|1
201801967 |SEXTO                    |05|34,091|37,727|38,455|34,273|36,455|16|8|7|21|9|F|Madre,Padre|1 |2006|casado(a)(os)  |2|0|2018|0|0|1|0|1|0|0|0|0|0|7|12|0|1
201801973 |SEXTO                    |02|28,545|28,364|33,000|33,364|30,909|32|27|15|19|24|M|Madre|1 |2006|soltero(a)(os) |2|2019|2019|1|0|0|0|0|1|0|0|0|1|7|13|1|0
201801975 |OCTAVO                   |02|36,333|42,917|43,333|40,833|,000|22|9|5|12|1|F|Madre,Padre|1 |2007|union libre    |1|0|2020|0|0|1|0|0|0|0|1|0|0|9|13|0|1
201801975 |SEXTO                    |05|38,000|40,091|44,182|42,545|41,273|7|4|2|1|2|F|Madre,Padre|1 |2007|union libre    |1|0|2018|0|0|1|0|0|0|0|1|0|0|7|11|0|1
201801976 |OCTAVO                   |03|38,833|39,750|43,750|40,833|,000|10|9|8|10|1|F|Madre,Padre|1 |2007|casado(a)(os)  |2|0|2020|0|0|1|0|1|0|0|0|0|0|9|13|0|1
201801976 |SEPTIMO                  |02|35,909|35,182|32,818|32,636|34,273|6|9|18|27|12|F|Madre,Padre|1 |2007|casado(a)(os)  |2|0|2019|0|0|1|0|1|0|0|0|0|0|8|12|0|1
201801977 |SEXTO                    |05|37,818|34,364|37,091|35,545|36,455|9|19|9|17|9|M|Madre,Padre|1 |2006|union libre    |2|0|2018|0|0|1|0|0|0|0|1|0|0|7|12|1|0
201801979 |QUINTO                   |04|36,909|35,182|36,545|36,364|36,364|13|15|10|13|10|M|Madre,Padre|1 |2006|casado(a)(os)  |2|0|2018|0|0|1|0|1|0|0|0|0|0|6|12|1|0
201801980 |OCTAVO                   |01|35,667|36,750|39,250|37,167|,000|16|14|6|10|1|F|Madre,Padre|1 |2007|union libre    |2|0|2020|0|0|1|0|0|0|0|1|0|0|9|13|0|1
201801980 |SEXTO                    |05|34,818|38,273|35,182|37,364|36,364|15|7|14|10|10|F|Madre,Padre|1 |2007|union libre    |2|0|2018|0|0|1|0|0|0|0|1|0|0|7|11|0|1
201801984 |TERCERO                  |06|40,800|37,400|33,100|34,700|36,700|1|5|26|16|10|F|Madre,Padre|1 |2009|casado(a)(os)  |2|2019|2018|0|0|1|0|1|0|0|0|0|0|4|9|0|1
201801985 |TERCERO                  |02|47,100|46,300|,000|47,000|,000|5|13|1|8|0|M|Madre,Padre|1 |2013|union libre    |2|0|2021|0|0|1|0|0|0|0|1|0|0|4|8|1|0
201801986 |SEGUNDO                  |03|45,000|45,182|44,333|42,364|44,455|7|5|9|13|8|F|Madre|1 |2011|soltero(a)(os) |2|0|2019|1|0|0|0|0|1|0|0|0|0|3|8|0|1
201801988 |PRIMERO                  |02|47,100|41,600|41,700|38,500|42,500|11|20|16|22|19|F|Madre|1 |2011|soltero(a)(os) |2|2019|2018|1|0|0|0|0|1|0|0|0|0|2|7|0|1
201801990 |SEPTIMO                  |01|28,091|37,091|29,636|31,636|,000|25|15|23|25|1|M|Madre|0 |2006|soltero(a)(os) |2|0|2020|1|0|0|0|0|1|0|0|0|0|8|14|1|0
201801991 |UNDECIMO                 |02|37,083|32,417|,000|34,833|,000|24|30|1|28|0|F|Madre|1 |2003|soltero(a)(os) |2|0|2021|1|0|0|0|0|1|0|0|0|0|12|18|0|1
201801993 |DECIMO                   |03|30,833|31,750|31,333|33,750|32,000|30|20|26|21|24|M|Madre,Padre|1 |2003|casado(a)(os)  |2|0|2019|0|0|1|0|1|0|0|0|0|0|11|16|1|0
201801936 |OCTAVO                   |04|37,167|36,333|,000|37,167|,000|15|13|1|14|0|F|Padre|1 |2007|union libre    |2|0|2021|0|1|0|0|0|0|0|1|0|0|9|14|0|1
201801936 |QUINTO                   |03|43,000|42,100|42,200|38,100|41,500|3|4|7|10|6|F|Padre|1 |2007|union libre    |2|0|2018|0|1|0|0|0|0|0|1|0|0|6|11|0|1
201801939 |SEXTO                    |04|41,364|42,182|43,909|42,909|42,727|7|5|1|2|3|F|Padre|1 |2008|union libre    |2|0|2019|0|1|0|0|0|0|0|1|0|0|7|11|0|1
201801942 |CUARTO                   |01|35,000|35,000|27,000|33,000|33,000|8|12|14|8|8|F|Madre,Padre|1 |2008|casado(a)(os)  |2|0|2018|0|0|1|0|1|0|0|0|0|0|5|10|0|1
201801943 |OCTAVO                   |06|43,167|45,500|,000|44,667|,000|6|5|1|5|0|M|Madre,Padre|2 |2006|union libre    |2|0|2021|0|0|1|0|0|0|0|1|0|0|9|15|1|0
201801944 |SEGUNDO                  |07|37,400|35,300|34,400|33,200|35,400|19|26|23|27|24|M|Padre|1 |2010|separado(a)(os)|2|0|2018|0|1|0|0|0|0|1|0|0|0|3|8|1|0
201801947 |CUARTO                   |06|25,333|18,100|16,778|19,800|,000|27|32|29|30|1|F|Madre,Padre|1 |2010|casado(a)(os)  |2|0|2020|0|0|1|0|1|0|0|0|0|0|5|10|0|1
201801947 |CUARTO                   |06|35,200|37,900|,000|36,700|,000|24|20|1|21|0|F|Madre,Padre|1 |2010|casado(a)(os)  |2|0|2021|0|0|1|0|1|0|0|0|0|0|5|11|0|1
201801948 |SEXTO                    |07|39,000|39,455|37,182|38,545|38,636|14|11|13|10|9|M|Madre,Padre|1 |2006|casado(a)(os)  |2|0|2018|0|0|1|0|1|0|0|0|0|0|7|12|1|0
201801953 |UNDECIMO                 |01|43,250|42,250|,000|43,000|,000|7|8|1|5|0|F|Madre|1 |2005|soltero(a)(os) |2|0|2021|1|0|0|0|0|1|0|0|0|0|12|16|0|1
201801956 |OCTAVO                   |06|45,500|45,833|,000|45,833|,000|4|4|1|4|0|F|Madre,Padre|2 |2008|casado(a)(os)  |2|0|2021|0|0|1|0|1|0|0|0|0|0|9|13|0|1
201801956 |SEXTO                    |06|36,273|34,727|35,273|36,818|35,909|11|15|15|11|10|F|Madre,Padre|2 |2008|casado(a)(os)  |2|0|2019|0|0|1|0|1|0|0|0|0|0|7|11|0|1
201801957 |SEPTIMO                  |06|39,545|39,364|41,000|41,636|40,545|5|6|3|4|4|F|Madre,Padre|1 |2007|union libre    |2|0|2019|0|0|1|0|0|0|0|1|0|0|8|12|0|1
201801961 |OCTAVO                   |03|35,833|32,583|32,667|33,750|,000|19|23|16|18|1|F|Madre,Padre|1 |2006|union libre    |2|0|2020|0|0|1|0|0|0|0|1|0|0|9|14|0|1
201801961 |SEPTIMO                  |03|33,909|32,909|32,364|33,818|33,455|11|16|18|16|15|F|Madre,Padre|1 |2006|union libre    |2|0|2019|0|0|1|0|0|0|0|1|0|0|8|13|0|1
201801964 |SEPTIMO                  |01|34,818|32,818|32,545|31,727|33,182|8|18|18|24|16|M|Madre,Padre|1 |2006|union libre    |2|0|2019|0|0|1|0|0|0|0|1|0|0|8|13|1|0
201801965 |QUINTO                   |04|39,364|36,909|37,182|37,455|38,000|4|10|8|9|5|F|Madre,Padre|1 |2006|casado(a)(os)  |2|0|2018|0|0|1|0|1|0|0|0|0|0|6|12|0|1
201801966 |NOVENO                   |01|38,250|38,583|,000|38,833|,000|7|6|1|5|0|F|Madre,Padre|1 |2006|union libre    |2|0|2021|0|0|1|0|0|0|0|1|0|0|10|15|0|1
201801966 |SEPTIMO                  |01|34,818|33,273|37,364|36,182|35,273|8|15|5|6|7|F|Madre,Padre|1 |2006|union libre    |2|0|2019|0|0|1|0|0|0|0|1|0|0|8|13|0|1
201801967 |SEPTIMO                  |01|31,364|25,273|24,091|26,909|,000|23|29|25|28|1|F|Madre,Padre|1 |2006|casado(a)(os)  |2|0|2020|0|0|1|0|1|0|0|0|0|0|8|14|0|1
201801968 |SEPTIMO                  |01|30,727|30,818|31,000|34,000|31,818|21|23|26|20|22|F|Madre|1 |2007|soltero(a)(os) |2|0|2019|1|0|0|0|0|1|0|0|0|0|8|12|0|1
201801969 |QUINTO                   |04|33,000|37,000|35,364|34,455|35,000|20|9|13|20|14|M|Madre,Padre|1 |2007|casado(a)(os)  |2|0|2018|0|0|1|0|1|0|0|0|0|0|6|11|1|0
201801972 |OCTAVO                   |02|34,917|29,917|,000|32,583|,000|17|25|1|19|0|F|Madre|2 |2007|separado(a)(os)|2|0|2021|1|0|0|0|0|0|1|0|0|0|9|14|0|1
201801972 |QUINTO                   |04|31,636|30,545|34,636|36,545|33,455|25|23|16|12|18|F|Madre|2 |2007|separado(a)(os)|2|0|2018|1|0|0|0|0|0|1|0|0|0|6|11|0|1
201801976 |QUINTO                   |04|36,636|35,091|31,091|33,455|34,182|14|16|21|22|15|F|Madre,Padre|1 |2007|casado(a)(os)  |2|0|2018|0|0|1|0|1|0|0|0|0|0|6|11|0|1
201801977 |OCTAVO                   |03|36,083|37,167|31,000|34,667|,000|18|15|21|17|1|M|Madre,Padre|1 |2006|union libre    |2|0|2020|0|0|1|0|0|0|0|1|0|0|9|14|1|0
201801978 |QUINTO                   |04|34,818|36,818|20,333|35,000|34,091|15|11|25|19|16|M|Madre|1 |2006|soltero(a)(os) |2|2020|2018|1|0|0|0|0|1|0|0|0|0|6|12|1|0
201801979 |OCTAVO                   |01|34,750|39,333|37,500|37,167|,000|20|7|11|10|1|M|Madre,Padre|1 |2006|casado(a)(os)  |2|0|2020|0|0|1|0|1|0|0|0|0|0|9|14|1|0
201801985 |PRIMERO                  |02|43,900|44,300|44,800|44,000|44,500|8|3|1|6|2|M|Madre,Padre|1 |2013|union libre    |2|0|2019|0|0|1|0|0|0|0|1|0|0|2|6|1|0
201801985 |SEGUNDO                  |02|45,400|45,600|47,800|46,300|,000|3|7|3|5|1|M|Madre,Padre|1 |2013|union libre    |2|0|2020|0|0|1|0|0|0|0|1|0|0|3|7|1|0
201801986 |SEGUNDO                  |03|39,700|42,900|36,200|39,600|,000|24|21|27|25|1|F|Madre|1 |2011|soltero(a)(os) |2|0|2020|1|0|0|0|0|1|0|0|0|0|3|9|0|1
201801989 |PRIMERO                  |03|45,889|41,778|42,900|46,700|44,300|14|15|16|3|13|M|Madre,Padre|3 |2012|casado(a)(os)  |2|0|2018|0|0|1|0|1|0|0|0|0|0|2|6|1|0
201701801 |CUARTO                   |06|28,200|31,200|33,800|35,400|32,300|31|29|17|6|20|M|Madre,Padre|1 |2010|casado(a)(os)  |2|0|2019|0|0|1|0|1|0|0|0|0|0|5|9|1|0
201701801 |TERCERO                  |06|34,200|35,900|38,300|32,900|35,400|20|11|6|22|17|M|Madre,Padre|1 |2010|casado(a)(os)  |2|0|2018|0|0|1|0|1|0|0|0|0|0|4|8|1|0
201701802 |CUARTO                   |01|45,700|45,200|45,600|45,600|,000|5|16|13|9|1|M|Madre,Padre|1 |2010|casado(a)(os)  |2|0|2020|0|0|1|0|1|0|0|0|0|0|5|10|1|0
201701802 |SEGUNDO                  |01|43,364|42,545|41,727|40,636|42,182|4|7|9|11|7|M|Madre,Padre|1 |2010|casado(a)(os)  |2|0|2018|0|0|1|0|1|0|0|0|0|0|3|8|1|0
201701805 |DECIMO                   |03|38,500|37,750|38,500|38,250|,000|19|18|16|15|1|F|Madre|0 |2004|soltero(a)(os) |2|0|2020|1|0|0|0|0|1|0|0|0|0|11|16|0|1
201701805 |SEPTIMO                  |06|35,273|39,818|41,727|38,091|39,000|14|6|5|8|6|F|Madre|0 |2004|soltero(a)(os) |2|0|2017|1|0|0|0|0|1|0|0|0|0|8|13|0|1
201701806 |SEXTO                    |07|28,364|33,000|28,909|31,000|30,455|30|29|26|25|28|M|Madre,Padre|2 |2005|casado(a)(os)  |2|0|2017|0|0|1|0|1|0|0|0|0|0|7|12|1|0
201701807 |CUARTO                   |06|39,300|40,700|41,200|38,100|39,900|8|2|2|2|3|F|Madre,Padre|1 |2007|casado(a)(os)  |4|0|2018|0|0|1|0|1|0|0|0|0|0|5|11|0|1
201701808 |QUINTO                   |01|37,400|33,600|,000|35,700|,000|29|31|1|34|0|M|Madre,Padre|1 |2011|union libre    |2|0|2021|0|0|1|0|0|0|0|1|0|0|6|10|1|0
201701810 |SEPTIMO                  |04|41,182|38,455|,000|40,182|,000|19|21|1|18|0|M|Madre|1 |2007|separado(a)(os)|2|0|2021|1|0|0|0|0|0|1|0|0|0|8|14|1|0
201701811 |SEGUNDO                  |03|39,900|38,700|40,800|41,600|40,300|11|15|10|8|8|F|Madre,Padre|1 |2009|separado(a)(os)|2|0|2018|0|0|1|0|0|0|1|0|0|0|3|9|0|1
201701812 |QUINTO                   |03|44,200|46,500|43,100|44,600|,000|13|9|16|12|1|F|Madre|2 |2009|soltero(a)(os) |2|0|2020|1|0|0|0|0|1|0|0|0|0|6|11|0|1
201701812 |SEGUNDO                  |03|42,200|41,300|43,100|43,200|42,700|6|8|6|4|6|F|Madre|2 |2009|soltero(a)(os) |2|0|2018|1|0|0|0|0|1|0|0|0|0|3|9|0|1
201701812 |TERCERO                  |03|40,300|41,700|42,600|41,400|41,800|5|2|5|5|6|F|Madre|2 |2009|soltero(a)(os) |2|0|2017|1|0|0|0|0|1|0|0|0|0|4|8|0|1
201701812 |TERCERO                  |03|42,200|41,300|43,100|43,200|42,700|6|8|6|4|6|F|Madre|2 |2009|soltero(a)(os) |2|0|2018|1|0|0|0|0|1|0|0|0|0|4|9|0|1
201701813 |SEGUNDO                  |03|38,900|,000|,000|,000|38,900|8|22|22|24|11|M|Madre,Padre|1 |2010|soltero(a)(os) |2|2017|2017|0|0|1|0|0|1|0|0|0|1|3|7|1|0
201701814 |SEGUNDO                  |03|41,000|41,500|43,800|42,500|42,300|3|3|2|3|3|F|Madre|1 |2010|soltero(a)(os) |2|2018|2017|1|0|0|0|0|1|0|0|0|0|3|7|0|1
201701814 |TERCERO                  |03|41,000|41,500|43,800|42,500|42,300|3|3|2|3|3|F|Madre|1 |2010|soltero(a)(os) |2|2018|2017|1|0|0|0|0|1|0|0|0|0|4|7|0|1
201701817 |SEXTO                    |04|33,636|32,364|33,545|30,909|32,727|15|17|19|20|18|M|Madre|2 |2008|soltero(a)(os) |2|0|2019|1|0|0|0|0|1|0|0|0|0|7|11|1|0
201701818 |TERCERO                  |03|31,500|34,600|34,000|34,000|33,600|23|23|25|26|28|M|Madre,Padre|1 |2007|union libre    |2|2018|2017|0|0|1|0|0|0|0|1|0|0|4|10|1|0
201701819 |SEXTO                    |03|36,455|37,818|36,818|36,545|37,182|19|16|12|17|15|F|Madre|2 |2005|soltero(a)(os) |2|0|2017|1|0|0|0|0|1|0|0|0|0|7|12|0|1
201701821 |SEXTO                    |07|33,818|35,455|33,818|31,100|33,636|20|20|19|24|23|F|Madre,Padre|1 |2004|union libre    |2|0|2017|0|0|1|0|0|0|0|1|0|0|7|13|0|1
201701822 |TERCERO                  |06|39,300|38,200|39,900|36,100|38,500|3|2|3|8|3|M|Madre,Padre|2 |2009|union libre    |2|0|2018|0|0|1|0|0|0|0|1|0|0|4|9|1|0
201701827 |PRIMERO                  |06|39,700|40,600|39,500|39,100|39,900|20|15|21|23|15|F|Madre,Padre|1 |2012|union libre    |2|0|2018|0|0|1|0|0|0|0|1|0|0|2|6|0|1
201701828 |QUINTO                   |01|45,000|37,400|,000|41,400|,000|11|28|1|25|0|F|Madre|1 |2009|soltero(a)(os) |2|0|2021|1|0|0|0|0|1|0|0|0|0|6|12|0|1
201701829 |QUINTO                   |06|33,600|31,300|31,400|32,200|,000|26|23|23|25|1|F|Madre|1 |2009|soltero(a)(os) |2|0|2020|1|0|0|0|0|1|0|0|0|0|6|11|0|1
201701829 |TERCERO                  |06|34,600|34,800|34,100|33,800|34,400|17|17|23|21|22|F|Madre|1 |2009|soltero(a)(os) |2|0|2018|1|0|0|0|0|1|0|0|0|0|4|9|0|1
201701830 |CUARTO                   |04|49,583|48,167|,000|49,000|,000|2|2|1|2|0|F|Madre,Padre|1 |2008|union libre    |2|0|2021|0|0|1|0|0|0|0|1|0|0|5|13|0|1
201701830 |OCTAVO                   |07|49,583|48,167|,000|49,000|,000|2|2|1|2|0|F|Madre,Padre|1 |2008|union libre    |2|0|2021|0|0|1|0|0|0|0|1|0|0|9|13|0|1
201701830 |QUINTO                   |07|41,000|41,000|41,100|44,400|42,000|3|4|5|2|4|F|Madre,Padre|1 |2008|union libre    |2|0|2018|0|0|1|0|0|0|0|1|0|0|6|10|0|1
201701830 |SEXTO                    |07|39,727|42,182|41,091|43,545|40,818|6|3|3|1|5|F|Madre,Padre|1 |2008|union libre    |2|0|2019|0|0|1|0|0|0|0|1|0|0|7|11|0|1
201701834 |TERCERO                  |03|35,900|36,300|36,200|37,600|36,600|22|22|21|22|21|M|Madre,Padre|3 |2009|union libre    |2|0|2018|0|0|1|0|0|0|0|1|0|0|4|9|1|0
